areaperil_id,lon,lat,IMTs
2071,-68.65,18.2,SA(0.6)
2072,-68.65,18.25,SA(0.6)
2073,-68.65,18.3,SA(0.6)
2074,-68.65,18.35,SA(0.6)
2075,-68.65,18.4,SA(0.6)
2076,-68.65,18.45,SA(0.6)
2077,-68.65,18.5,SA(0.6)
2078,-68.65,18.55,SA(0.6)
2079,-68.65,18.6,SA(0.6)
2080,-68.65,18.65,SA(0.6)
2081,-68.65,18.7,SA(0.6)
2082,-68.65,18.75,SA(0.6)
2083,-68.65,18.8,SA(0.6)
2084,-68.65,18.85,SA(0.6)
2085,-68.65,18.9,SA(0.6)
2086,-68.65,18.95,SA(0.6)
2087,-68.65,19.0,SA(0.6)
2088,-68.6,18.05,SA(0.6)
2089,-68.6,18.1,SA(0.6)
2090,-68.6,18.15,SA(0.6)
2091,-68.6,18.2,SA(0.6)
2092,-68.6,18.25,SA(0.6)
2093,-68.6,18.3,SA(0.6)
2094,-68.6,18.35,SA(0.6)
2095,-68.6,18.4,SA(0.6)
2096,-68.6,18.45,SA(0.6)
2097,-68.6,18.5,SA(0.6)
2098,-68.6,18.55,SA(0.6)
2099,-68.6,18.6,SA(0.6)
2100,-68.6,18.65,SA(0.6)
2101,-68.6,18.7,SA(0.6)
2102,-68.6,18.75,SA(0.6)
2103,-68.6,18.8,SA(0.6)
2104,-68.6,18.85,SA(0.6)
2105,-68.6,18.9,SA(0.6)
2106,-68.6,18.95,SA(0.6)
2107,-68.55,18.05,SA(0.6)
2108,-68.55,18.1,SA(0.6)
2109,-68.55,18.15,SA(0.6)
2110,-68.55,18.2,SA(0.6)
2111,-68.55,18.25,SA(0.6)
2112,-68.55,18.3,SA(0.6)
2113,-68.55,18.35,SA(0.6)
2114,-68.55,18.4,SA(0.6)
2115,-68.55,18.45,SA(0.6)
2116,-68.55,18.5,SA(0.6)
2117,-68.55,18.55,SA(0.6)
2118,-68.55,18.6,SA(0.6)
2119,-68.55,18.65,SA(0.6)
2120,-68.55,18.7,SA(0.6)
2121,-68.55,18.75,SA(0.6)
2122,-68.55,18.8,SA(0.6)
2123,-68.55,18.85,SA(0.6)
2124,-68.55,18.9,SA(0.6)
2125,-68.5,18.05,SA(0.6)
2126,-68.5,18.1,SA(0.6)
2127,-68.5,18.15,SA(0.6)
2128,-68.5,18.2,SA(0.6)
2129,-68.5,18.25,SA(0.6)
2130,-68.5,18.3,SA(0.6)
2131,-68.5,18.35,SA(0.6)
2132,-68.5,18.4,SA(0.6)
2133,-68.5,18.45,SA(0.6)
2134,-68.5,18.5,SA(0.6)
2135,-68.5,18.55,SA(0.6)
2136,-68.5,18.6,SA(0.6)
2137,-68.5,18.65,SA(0.6)
2138,-68.5,18.7,SA(0.6)
2139,-68.5,18.75,SA(0.6)
2140,-68.5,18.8,SA(0.6)
2141,-68.5,18.85,SA(0.6)
2142,-68.45,18.25,SA(0.6)
2143,-68.45,18.3,SA(0.6)
2144,-68.45,18.35,SA(0.6)
2145,-68.45,18.4,SA(0.6)
2146,-68.45,18.45,SA(0.6)
2147,-68.45,18.5,SA(0.6)
2148,-68.45,18.55,SA(0.6)
2149,-68.45,18.6,SA(0.6)
2150,-68.45,18.65,SA(0.6)
2151,-68.45,18.7,SA(0.6)
2152,-68.45,18.75,SA(0.6)
2153,-68.45,18.8,SA(0.6)
2154,-68.4,18.3,SA(0.6)
2155,-68.4,18.35,SA(0.6)
2156,-68.4,18.4,SA(0.6)
2157,-68.4,18.45,SA(0.6)
2158,-68.4,18.5,SA(0.6)
2159,-68.4,18.55,SA(0.6)
2160,-68.4,18.6,SA(0.6)
2161,-68.4,18.65,SA(0.6)
2162,-68.4,18.7,SA(0.6)
2163,-68.4,18.75,SA(0.6)
2164,-68.4,18.8,SA(0.6)
2165,-68.35,18.35,SA(0.6)
2166,-68.35,18.4,SA(0.6)
2167,-68.35,18.45,SA(0.6)
2168,-68.35,18.5,SA(0.6)
2169,-68.35,18.55,SA(0.6)
2170,-68.35,18.6,SA(0.6)
2171,-68.35,18.65,SA(0.6)
2172,-68.35,18.7,SA(0.6)
2173,-68.35,18.75,SA(0.6)
2174,-68.3,18.45,SA(0.6)
2175,-68.3,18.5,SA(0.6)
2176,-68.3,18.55,SA(0.6)
2177,-68.3,18.6,SA(0.6)
2178,-68.3,18.65,SA(0.6)
2179,-68.3,18.7,SA(0.6)
2180,-68.25,18.55,SA(0.6)
2181,-68.25,18.6,SA(0.6)
2182,-68.25,18.65,SA(0.6)
2183,-72.05,18.55,SA(0.3)
2184,-72.05,18.6,SA(0.3)
2185,-72.05,18.65,SA(0.3)
2186,-72.0,18.4,SA(0.3)
2187,-72.0,18.45,SA(0.3)
2188,-72.0,18.5,SA(0.3)
2189,-72.0,18.55,SA(0.3)
2190,-72.0,18.6,SA(0.3)
2191,-72.0,18.65,SA(0.3)
2192,-72.0,18.7,SA(0.3)
2193,-71.95,18.35,SA(0.3)
2194,-71.95,18.4,SA(0.3)
2195,-71.95,18.45,SA(0.3)
2196,-71.95,18.5,SA(0.3)
2197,-71.95,18.55,SA(0.3)
2198,-71.95,18.6,SA(0.3)
2199,-71.95,18.65,SA(0.3)
2200,-71.95,18.7,SA(0.3)
2201,-71.9,18.35,SA(0.3)
2202,-71.9,18.4,SA(0.3)
2203,-71.9,18.45,SA(0.3)
2204,-71.9,18.5,SA(0.3)
2205,-71.9,18.55,SA(0.3)
2206,-71.9,18.6,SA(0.3)
2207,-71.9,18.65,SA(0.3)
2208,-71.9,18.7,SA(0.3)
2209,-71.85,18.0,SA(0.3)
2210,-71.85,18.05,SA(0.3)
2211,-71.85,18.1,SA(0.3)
2212,-71.85,18.15,SA(0.3)
2213,-71.85,18.2,SA(0.3)
2214,-71.85,18.25,SA(0.3)
2215,-71.85,18.3,SA(0.3)
2216,-71.85,18.35,SA(0.3)
2217,-71.85,18.4,SA(0.3)
2218,-71.85,18.45,SA(0.3)
2219,-71.85,18.5,SA(0.3)
2220,-71.85,18.55,SA(0.3)
2221,-71.85,18.6,SA(0.3)
2222,-71.85,18.65,SA(0.3)
2223,-71.85,18.7,SA(0.3)
2224,-71.85,18.75,SA(0.3)
2225,-71.85,18.9,SA(0.3)
2226,-71.85,18.95,SA(0.3)
2227,-71.85,19.0,SA(0.3)
2228,-71.85,19.7,SA(0.3)
2229,-71.85,19.75,SA(0.3)
2230,-71.85,19.8,SA(0.3)
2231,-71.8,17.95,SA(0.3)
2232,-71.8,18.0,SA(0.3)
2233,-71.8,18.05,SA(0.3)
2234,-71.8,18.1,SA(0.3)
2235,-71.8,18.15,SA(0.3)
2236,-71.8,18.2,SA(0.3)
2237,-71.8,18.25,SA(0.3)
2238,-71.8,18.3,SA(0.3)
2239,-71.8,18.35,SA(0.3)
2240,-71.8,18.4,SA(0.3)
2241,-71.8,18.45,SA(0.3)
2242,-71.8,18.5,SA(0.3)
2243,-71.8,18.55,SA(0.3)
2244,-71.8,18.6,SA(0.3)
2245,-71.8,18.65,SA(0.3)
2246,-71.8,18.7,SA(0.3)
2247,-71.8,18.75,SA(0.3)
2248,-71.8,18.8,SA(0.3)
2249,-71.8,18.85,SA(0.3)
2250,-71.8,18.9,SA(0.3)
2251,-71.8,18.95,SA(0.3)
2252,-71.8,19.0,SA(0.3)
2253,-71.8,19.05,SA(0.3)
2254,-71.8,19.1,SA(0.3)
2255,-71.8,19.25,SA(0.3)
2256,-71.8,19.3,SA(0.3)
2257,-71.8,19.35,SA(0.3)
2258,-71.8,19.4,SA(0.3)
2259,-71.8,19.55,SA(0.3)
2260,-71.8,19.6,SA(0.3)
2261,-71.8,19.65,SA(0.3)
2262,-71.8,19.7,SA(0.3)
2263,-71.8,19.75,SA(0.3)
2264,-71.8,19.8,SA(0.3)
2265,-71.8,19.85,SA(0.3)
2266,-71.75,17.95,SA(0.3)
2267,-71.75,18.0,SA(0.3)
2268,-71.75,18.05,SA(0.3)
2269,-71.75,18.1,SA(0.3)
2270,-71.75,18.15,SA(0.3)
2271,-71.75,18.2,SA(0.3)
2272,-71.75,18.25,SA(0.3)
2273,-71.75,18.3,SA(0.3)
2274,-71.75,18.35,SA(0.3)
2275,-71.75,18.4,SA(0.3)
2276,-71.75,18.45,SA(0.3)
2277,-71.75,18.5,SA(0.3)
2278,-71.75,18.55,SA(0.3)
2279,-71.75,18.6,SA(0.3)
2280,-71.75,18.65,SA(0.3)
2281,-71.75,18.7,SA(0.3)
2282,-71.75,18.75,SA(0.3)
2283,-71.75,18.8,SA(0.3)
2284,-71.75,18.85,SA(0.3)
2285,-71.75,18.9,SA(0.3)
2286,-71.75,18.95,SA(0.3)
2287,-71.75,19.0,SA(0.3)
2288,-71.75,19.05,SA(0.3)
2289,-71.75,19.1,SA(0.3)
2290,-71.75,19.15,SA(0.3)
2291,-71.75,19.2,SA(0.3)
2292,-71.75,19.25,SA(0.3)
2293,-71.75,19.3,SA(0.3)
2294,-71.75,19.35,SA(0.3)
2295,-71.75,19.4,SA(0.3)
2296,-71.75,19.45,SA(0.3)
2297,-71.75,19.5,SA(0.3)
2298,-71.75,19.55,SA(0.3)
2299,-71.75,19.6,SA(0.3)
2300,-71.75,19.65,SA(0.3)
2301,-71.75,19.7,SA(0.3)
2302,-71.75,19.75,SA(0.3)
2303,-71.75,19.8,SA(0.3)
2304,-71.75,19.85,SA(0.3)
2305,-71.75,19.9,SA(0.3)
2306,-71.75,19.95,SA(0.3)
2307,-71.7,17.8,SA(0.3)
2308,-71.7,17.85,SA(0.3)
2309,-71.7,17.9,SA(0.3)
2310,-71.7,17.95,SA(0.3)
2311,-71.7,18.0,SA(0.3)
2312,-71.7,18.05,SA(0.3)
2313,-71.7,18.1,SA(0.3)
2314,-71.7,18.15,SA(0.3)
2315,-71.7,18.2,SA(0.3)
2316,-71.7,18.25,SA(0.3)
2317,-71.7,18.3,SA(0.3)
2318,-71.7,18.35,SA(0.3)
2319,-71.7,18.4,SA(0.3)
2320,-71.7,18.45,SA(0.3)
2321,-71.7,18.5,SA(0.3)
2322,-71.7,18.55,SA(0.3)
2323,-71.7,18.6,SA(0.3)
2324,-71.7,18.65,SA(0.3)
2325,-71.7,18.7,SA(0.3)
2326,-71.7,18.75,SA(0.3)
2327,-71.7,18.8,SA(0.3)
2328,-71.7,18.85,SA(0.3)
2329,-71.7,18.9,SA(0.3)
2330,-71.7,18.95,SA(0.3)
2331,-71.7,19.0,SA(0.3)
2332,-71.7,19.05,SA(0.3)
2333,-71.7,19.1,SA(0.3)
2334,-71.7,19.15,SA(0.3)
2335,-71.7,19.2,SA(0.3)
2336,-71.7,19.25,SA(0.3)
2337,-71.7,19.3,SA(0.3)
2338,-71.7,19.35,SA(0.3)
2339,-71.7,19.4,SA(0.3)
2340,-71.7,19.45,SA(0.3)
2341,-71.7,19.5,SA(0.3)
2342,-71.7,19.55,SA(0.3)
2343,-71.7,19.6,SA(0.3)
2344,-71.7,19.65,SA(0.3)
2345,-71.7,19.7,SA(0.3)
2346,-71.7,19.75,SA(0.3)
2347,-71.7,19.8,SA(0.3)
2348,-71.7,19.85,SA(0.3)
2349,-71.7,19.9,SA(0.3)
2350,-71.7,19.95,SA(0.3)
2351,-71.65,17.75,SA(0.3)
2352,-71.65,17.8,SA(0.3)
2353,-71.65,17.85,SA(0.3)
2354,-71.65,17.9,SA(0.3)
2355,-71.65,17.95,SA(0.3)
2356,-71.65,18.0,SA(0.3)
2357,-71.65,18.05,SA(0.3)
2358,-71.65,18.1,SA(0.3)
2359,-71.65,18.15,SA(0.3)
2360,-71.65,18.2,SA(0.3)
2361,-71.65,18.25,SA(0.3)
2362,-71.65,18.3,SA(0.3)
2363,-71.65,18.35,SA(0.3)
2364,-71.65,18.4,SA(0.3)
2365,-71.65,18.45,SA(0.3)
2366,-71.65,18.5,SA(0.3)
2367,-71.65,18.55,SA(0.3)
2368,-71.65,18.6,SA(0.3)
2369,-71.65,18.65,SA(0.3)
2370,-71.65,18.7,SA(0.3)
2371,-71.65,18.75,SA(0.3)
2372,-71.65,18.8,SA(0.3)
2373,-71.65,18.85,SA(0.3)
2374,-71.65,18.9,SA(0.3)
2375,-71.65,18.95,SA(0.3)
2376,-71.65,19.0,SA(0.3)
2377,-71.65,19.05,SA(0.3)
2378,-71.65,19.1,SA(0.3)
2379,-71.65,19.15,SA(0.3)
2380,-71.65,19.2,SA(0.3)
2381,-71.65,19.25,SA(0.3)
2382,-71.65,19.3,SA(0.3)
2383,-71.65,19.35,SA(0.3)
2384,-71.65,19.4,SA(0.3)
2385,-71.65,19.45,SA(0.3)
2386,-71.65,19.5,SA(0.3)
2387,-71.65,19.55,SA(0.3)
2388,-71.65,19.6,SA(0.3)
2389,-71.65,19.65,SA(0.3)
2390,-71.65,19.7,SA(0.3)
2391,-71.65,19.75,SA(0.3)
2392,-71.65,19.8,SA(0.3)
2393,-71.65,19.85,SA(0.3)
2394,-71.65,19.9,SA(0.3)
2395,-71.65,19.95,SA(0.3)
2396,-71.6,17.5,SA(0.3)
2397,-71.6,17.55,SA(0.3)
2398,-71.6,17.6,SA(0.3)
2399,-71.6,17.65,SA(0.3)
2400,-71.6,17.7,SA(0.3)
2401,-71.6,17.75,SA(0.3)
2402,-71.6,17.8,SA(0.3)
2403,-71.6,17.85,SA(0.3)
2404,-71.6,17.9,SA(0.3)
2405,-71.6,17.95,SA(0.3)
2406,-71.6,18.0,SA(0.3)
2407,-71.6,18.05,SA(0.3)
2408,-71.6,18.1,SA(0.3)
2409,-71.6,18.15,SA(0.3)
2410,-71.6,18.2,SA(0.3)
2411,-71.6,18.25,SA(0.3)
2412,-71.6,18.3,SA(0.3)
2413,-71.6,18.35,SA(0.3)
2414,-71.6,18.4,SA(0.3)
2415,-71.6,18.45,SA(0.3)
2416,-71.6,18.5,SA(0.3)
2417,-71.6,18.55,SA(0.3)
2418,-71.6,18.6,SA(0.3)
2419,-71.6,18.65,SA(0.3)
2420,-71.6,18.7,SA(0.3)
2421,-71.6,18.75,SA(0.3)
2422,-71.6,18.8,SA(0.3)
2423,-71.6,18.85,SA(0.3)
2424,-71.6,18.9,SA(0.3)
2425,-71.6,18.95,SA(0.3)
2426,-71.6,19.0,SA(0.3)
2427,-71.6,19.05,SA(0.3)
2428,-71.6,19.1,SA(0.3)
2429,-71.6,19.15,SA(0.3)
2430,-71.6,19.2,SA(0.3)
2431,-71.6,19.25,SA(0.3)
2432,-71.6,19.3,SA(0.3)
2433,-71.6,19.35,SA(0.3)
2434,-71.6,19.4,SA(0.3)
2435,-71.6,19.45,SA(0.3)
2436,-71.6,19.5,SA(0.3)
2437,-71.6,19.55,SA(0.3)
2438,-71.6,19.6,SA(0.3)
2439,-71.6,19.65,SA(0.3)
2440,-71.6,19.7,SA(0.3)
2441,-71.6,19.75,SA(0.3)
2442,-71.6,19.8,SA(0.3)
2443,-71.6,19.85,SA(0.3)
2444,-71.6,19.9,SA(0.3)
2445,-71.6,19.95,SA(0.3)
2446,-71.6,20.0,SA(0.3)
2447,-71.55,17.45,SA(0.3)
2448,-71.55,17.5,SA(0.3)
2449,-71.55,17.55,SA(0.3)
2450,-71.55,17.6,SA(0.3)
2451,-71.55,17.65,SA(0.3)
2452,-71.55,17.7,SA(0.3)
2453,-71.55,17.75,SA(0.3)
2454,-71.55,17.8,SA(0.3)
2455,-71.55,17.85,SA(0.3)
2456,-71.55,17.9,SA(0.3)
2457,-71.55,17.95,SA(0.3)
2458,-71.55,18.0,SA(0.3)
2459,-71.55,18.05,SA(0.3)
2460,-71.55,18.1,SA(0.3)
2461,-71.55,18.15,SA(0.3)
2462,-71.55,18.2,SA(0.3)
2463,-71.55,18.25,SA(0.3)
2464,-71.55,18.3,SA(0.3)
2465,-71.55,18.35,SA(0.3)
2466,-71.55,18.4,SA(0.3)
2467,-71.55,18.45,SA(0.3)
2468,-71.55,18.5,SA(0.3)
2469,-71.55,18.55,SA(0.3)
2470,-71.55,18.6,SA(0.3)
2471,-71.55,18.65,SA(0.3)
2472,-71.55,18.7,SA(0.3)
2473,-71.55,18.75,SA(0.3)
2474,-71.55,18.8,SA(0.3)
2475,-71.55,18.85,SA(0.3)
2476,-71.55,18.9,SA(0.3)
2477,-71.55,18.95,SA(0.3)
2478,-71.55,19.0,SA(0.3)
2479,-71.55,19.05,SA(0.3)
2480,-71.55,19.1,SA(0.3)
2481,-71.55,19.15,SA(0.3)
2482,-71.55,19.2,SA(0.3)
2483,-71.55,19.25,SA(0.3)
2484,-71.55,19.3,SA(0.3)
2485,-71.55,19.35,SA(0.3)
2486,-71.55,19.4,SA(0.3)
2487,-71.55,19.45,SA(0.3)
2488,-71.55,19.5,SA(0.3)
2489,-71.55,19.55,SA(0.3)
2490,-71.55,19.6,SA(0.3)
2491,-71.55,19.65,SA(0.3)
2492,-71.55,19.7,SA(0.3)
2493,-71.55,19.75,SA(0.3)
2494,-71.55,19.8,SA(0.3)
2495,-71.55,19.85,SA(0.3)
2496,-71.55,19.9,SA(0.3)
2497,-71.55,19.95,SA(0.3)
2498,-71.55,20.0,SA(0.3)
2499,-71.5,17.45,SA(0.3)
2500,-71.5,17.5,SA(0.3)
2501,-71.5,17.55,SA(0.3)
2502,-71.5,17.6,SA(0.3)
2503,-71.5,17.65,SA(0.3)
2504,-71.5,17.7,SA(0.3)
2505,-71.5,17.75,SA(0.3)
2506,-71.5,17.8,SA(0.3)
2507,-71.5,17.85,SA(0.3)
2508,-71.5,17.9,SA(0.3)
2509,-71.5,17.95,SA(0.3)
2510,-71.5,18.0,SA(0.3)
2511,-71.5,18.05,SA(0.3)
2512,-71.5,18.1,SA(0.3)
2513,-71.5,18.15,SA(0.3)
2514,-71.5,18.2,SA(0.3)
2515,-71.5,18.25,SA(0.3)
2516,-71.5,18.3,SA(0.3)
2517,-71.5,18.35,SA(0.3)
2518,-71.5,18.4,SA(0.3)
2519,-71.5,18.45,SA(0.3)
2520,-71.5,18.5,SA(0.3)
2521,-71.5,18.55,SA(0.3)
2522,-71.5,18.6,SA(0.3)
2523,-71.5,18.65,SA(0.3)
2524,-71.5,18.7,SA(0.3)
2525,-71.5,18.75,SA(0.3)
2526,-71.5,18.8,SA(0.3)
2527,-71.5,18.85,SA(0.3)
2528,-71.5,18.9,SA(0.3)
2529,-71.5,18.95,SA(0.3)
2530,-71.5,19.0,SA(0.3)
2531,-71.5,19.05,SA(0.3)
2532,-71.5,19.1,SA(0.3)
2533,-71.5,19.15,SA(0.3)
2534,-71.5,19.2,SA(0.3)
2535,-71.5,19.25,SA(0.3)
2536,-71.5,19.3,SA(0.3)
2537,-71.5,19.35,SA(0.3)
2538,-71.5,19.4,SA(0.3)
2539,-71.5,19.45,SA(0.3)
2540,-71.5,19.5,SA(0.3)
2541,-71.5,19.55,SA(0.3)
2542,-71.5,19.6,SA(0.3)
2543,-71.5,19.65,SA(0.3)
2544,-71.5,19.7,SA(0.3)
2545,-71.5,19.75,SA(0.3)
2546,-71.5,19.8,SA(0.3)
2547,-71.5,19.85,SA(0.3)
2548,-71.5,19.9,SA(0.3)
2549,-71.5,19.95,SA(0.3)
2550,-71.5,20.0,SA(0.3)
2551,-71.45,17.5,SA(0.3)
2552,-71.45,17.55,SA(0.3)
2553,-71.45,17.6,SA(0.3)
2554,-71.45,17.65,SA(0.3)
2555,-71.45,17.7,SA(0.3)
2556,-71.45,17.75,SA(0.3)
2557,-71.45,17.8,SA(0.3)
2558,-71.45,17.85,SA(0.3)
2559,-71.45,17.9,SA(0.3)
2560,-71.45,17.95,SA(0.3)
2561,-71.45,18.0,SA(0.3)
2562,-71.45,18.05,SA(0.3)
2563,-71.45,18.1,SA(0.3)
2564,-71.45,18.15,SA(0.3)
2565,-71.45,18.2,SA(0.3)
2566,-71.45,18.25,SA(0.3)
2567,-71.45,18.3,SA(0.3)
2568,-71.45,18.35,SA(0.3)
2569,-71.45,18.4,SA(0.3)
2570,-71.45,18.45,SA(0.3)
2571,-71.45,18.5,SA(0.3)
2572,-71.45,18.55,SA(0.3)
2573,-71.45,18.6,SA(0.3)
2574,-71.45,18.65,SA(0.3)
2575,-71.45,18.7,SA(0.3)
2576,-71.45,18.75,SA(0.3)
2577,-71.45,18.8,SA(0.3)
2578,-71.45,18.85,SA(0.3)
2579,-71.45,18.9,SA(0.3)
2580,-71.45,18.95,SA(0.3)
2581,-71.45,19.0,SA(0.3)
2582,-71.45,19.05,SA(0.3)
2583,-71.45,19.1,SA(0.3)
2584,-71.45,19.15,SA(0.3)
2585,-71.45,19.2,SA(0.3)
2586,-71.45,19.25,SA(0.3)
2587,-71.45,19.3,SA(0.3)
2588,-71.45,19.35,SA(0.3)
2589,-71.45,19.4,SA(0.3)
2590,-71.45,19.45,SA(0.3)
2591,-71.45,19.5,SA(0.3)
2592,-71.45,19.55,SA(0.3)
2593,-71.45,19.6,SA(0.3)
2594,-71.45,19.65,SA(0.3)
2595,-71.45,19.7,SA(0.3)
2596,-71.45,19.75,SA(0.3)
2597,-71.45,19.8,SA(0.3)
2598,-71.45,19.85,SA(0.3)
2599,-71.45,19.9,SA(0.3)
2600,-71.45,19.95,SA(0.3)
2601,-71.4,17.55,SA(0.3)
2602,-71.4,17.6,SA(0.3)
2603,-71.4,17.65,SA(0.3)
2604,-71.4,17.7,SA(0.3)
2605,-71.4,17.75,SA(0.3)
2606,-71.4,17.8,SA(0.3)
2607,-71.4,17.85,SA(0.3)
2608,-71.4,17.9,SA(0.3)
2609,-71.4,17.95,SA(0.3)
2610,-71.4,18.0,SA(0.3)
2611,-71.4,18.05,SA(0.3)
2612,-71.4,18.1,SA(0.3)
2613,-71.4,18.15,SA(0.3)
2614,-71.4,18.2,SA(0.3)
2615,-71.4,18.25,SA(0.3)
2616,-71.4,18.3,SA(0.3)
2617,-71.4,18.35,SA(0.3)
2618,-71.4,18.4,SA(0.3)
2619,-71.4,18.45,SA(0.3)
2620,-71.4,18.5,SA(0.3)
2621,-71.4,18.55,SA(0.3)
2622,-71.4,18.6,SA(0.3)
2623,-71.4,18.65,SA(0.3)
2624,-71.4,18.7,SA(0.3)
2625,-71.4,18.75,SA(0.3)
2626,-71.4,18.8,SA(0.3)
2627,-71.4,18.85,SA(0.3)
2628,-71.4,18.9,SA(0.3)
2629,-71.4,18.95,SA(0.3)
2630,-71.4,19.0,SA(0.3)
2631,-71.4,19.05,SA(0.3)
2632,-71.4,19.1,SA(0.3)
2633,-71.4,19.15,SA(0.3)
2634,-71.4,19.2,SA(0.3)
2635,-71.4,19.25,SA(0.3)
2636,-71.4,19.3,SA(0.3)
2637,-71.4,19.35,SA(0.3)
2638,-71.4,19.4,SA(0.3)
2639,-71.4,19.45,SA(0.3)
2640,-71.4,19.5,SA(0.3)
2641,-71.4,19.55,SA(0.3)
2642,-71.4,19.6,SA(0.3)
2643,-71.4,19.65,SA(0.3)
2644,-71.4,19.7,SA(0.3)
2645,-71.4,19.75,SA(0.3)
2646,-71.4,19.8,SA(0.3)
2647,-71.4,19.85,SA(0.3)
2648,-71.4,19.9,SA(0.3)
2649,-71.4,19.95,SA(0.3)
2650,-71.35,17.55,SA(0.3)
2651,-71.35,17.6,SA(0.3)
2652,-71.35,17.65,SA(0.3)
2653,-71.35,17.7,SA(0.3)
2654,-71.35,17.75,SA(0.3)
2655,-71.35,17.8,SA(0.3)
2656,-71.35,17.85,SA(0.3)
2657,-71.35,17.9,SA(0.3)
2658,-71.35,17.95,SA(0.3)
2659,-71.35,18.0,SA(0.3)
2660,-71.35,18.05,SA(0.3)
2661,-71.35,18.1,SA(0.3)
2662,-71.35,18.15,SA(0.3)
2663,-71.35,18.2,SA(0.3)
2664,-71.35,18.25,SA(0.3)
2665,-71.35,18.3,SA(0.3)
2666,-71.35,18.35,SA(0.3)
2667,-71.35,18.4,SA(0.3)
2668,-71.35,18.45,SA(0.3)
2669,-71.35,18.5,SA(0.3)
2670,-71.35,18.55,SA(0.3)
2671,-71.35,18.6,SA(0.3)
2672,-71.35,18.65,SA(0.3)
2673,-71.35,18.7,SA(0.3)
2674,-71.35,18.75,SA(0.3)
2675,-71.35,18.8,SA(0.3)
2676,-71.35,18.85,SA(0.3)
2677,-71.35,18.9,SA(0.3)
2678,-71.35,18.95,SA(0.3)
2679,-71.35,19.0,SA(0.3)
2680,-71.35,19.05,SA(0.3)
2681,-71.35,19.1,SA(0.3)
2682,-71.35,19.15,SA(0.3)
2683,-71.35,19.2,SA(0.3)
2684,-71.35,19.25,SA(0.3)
2685,-71.35,19.3,SA(0.3)
2686,-71.35,19.35,SA(0.3)
2687,-71.35,19.4,SA(0.3)
2688,-71.35,19.45,SA(0.3)
2689,-71.35,19.5,SA(0.3)
2690,-71.35,19.55,SA(0.3)
2691,-71.35,19.6,SA(0.3)
2692,-71.35,19.65,SA(0.3)
2693,-71.35,19.7,SA(0.3)
2694,-71.35,19.75,SA(0.3)
2695,-71.35,19.8,SA(0.3)
2696,-71.35,19.85,SA(0.3)
2697,-71.35,19.9,SA(0.3)
2698,-71.35,19.95,SA(0.3)
2699,-71.3,17.6,SA(0.3)
2700,-71.3,17.65,SA(0.3)
2701,-71.3,17.7,SA(0.3)
2702,-71.3,17.75,SA(0.3)
2703,-71.3,17.8,SA(0.3)
2704,-71.3,17.85,SA(0.3)
2705,-71.3,17.9,SA(0.3)
2706,-71.3,17.95,SA(0.3)
2707,-71.3,18.0,SA(0.3)
2708,-71.3,18.05,SA(0.3)
2709,-71.3,18.1,SA(0.3)
2710,-71.3,18.15,SA(0.3)
2711,-71.3,18.2,SA(0.3)
2712,-71.3,18.25,SA(0.3)
2713,-71.3,18.3,SA(0.3)
2714,-71.3,18.35,SA(0.3)
2715,-71.3,18.4,SA(0.3)
2716,-71.3,18.45,SA(0.3)
2717,-71.3,18.5,SA(0.3)
2718,-71.3,18.55,SA(0.3)
2719,-71.3,18.6,SA(0.3)
2720,-71.3,18.65,SA(0.3)
2721,-71.3,18.7,SA(0.3)
2722,-71.3,18.75,SA(0.3)
2723,-71.3,18.8,SA(0.3)
2724,-71.3,18.85,SA(0.3)
2725,-71.3,18.9,SA(0.3)
2726,-71.3,18.95,SA(0.3)
2727,-71.3,19.0,SA(0.3)
2728,-71.3,19.05,SA(0.3)
2729,-71.3,19.1,SA(0.3)
2730,-71.3,19.15,SA(0.3)
2731,-71.3,19.2,SA(0.3)
2732,-71.3,19.25,SA(0.3)
2733,-71.3,19.3,SA(0.3)
2734,-71.3,19.35,SA(0.3)
2735,-71.3,19.4,SA(0.3)
2736,-71.3,19.45,SA(0.3)
2737,-71.3,19.5,SA(0.3)
2738,-71.3,19.55,SA(0.3)
2739,-71.3,19.6,SA(0.3)
2740,-71.3,19.65,SA(0.3)
2741,-71.3,19.7,SA(0.3)
2742,-71.3,19.75,SA(0.3)
2743,-71.3,19.8,SA(0.3)
2744,-71.3,19.85,SA(0.3)
2745,-71.3,19.9,SA(0.3)
2746,-71.25,17.7,SA(0.3)
2747,-71.25,17.75,SA(0.3)
2748,-71.25,17.8,SA(0.3)
2749,-71.25,17.85,SA(0.3)
2750,-71.25,17.9,SA(0.3)
2751,-71.25,17.95,SA(0.3)
2752,-71.25,18.0,SA(0.3)
2753,-71.25,18.05,SA(0.3)
2754,-71.25,18.1,SA(0.3)
2755,-71.25,18.15,SA(0.3)
2756,-71.25,18.2,SA(0.3)
2757,-71.25,18.25,SA(0.3)
2758,-71.25,18.3,SA(0.3)
2759,-71.25,18.35,SA(0.3)
2760,-71.25,18.4,SA(0.3)
2761,-71.25,18.45,SA(0.3)
2762,-71.25,18.5,SA(0.3)
2763,-71.25,18.55,SA(0.3)
2764,-71.25,18.6,SA(0.3)
2765,-71.25,18.65,SA(0.3)
2766,-71.25,18.7,SA(0.3)
2767,-71.25,18.75,SA(0.3)
2768,-71.25,18.8,SA(0.3)
2769,-71.25,18.85,SA(0.3)
