event_id,period_no,occ_year,occ_month,occ_day
1188,2444,2444,8,23
1189,181,181,6,22
1190,3893,3893,9,5
1191,910,910,8,20
1192,145,145,10,25
1193,4987,4987,10,13
1194,531,531,4,9
1195,3134,3134,2,1
1196,1010,1010,3,9
1197,3491,3491,4,19
1198,1894,1894,7,5
1199,3453,3453,12,15
1200,3568,3568,6,1
1201,1209,1209,3,25
1202,2731,2731,12,11
1203,3942,3942,5,24
1204,1024,1024,12,1
1205,1813,1813,5,15
1206,3587,3587,11,30
1207,3701,3701,6,7
1208,3204,3204,5,27
1209,3436,3436,7,31
1210,2353,2353,1,18
1211,2794,2794,9,25
1212,525,525,6,8
1213,266,266,9,9
1214,41,41,2,22
1215,4859,4859,10,6
1216,4971,4971,10,22
1217,602,602,11,1
1218,3721,3721,11,12
1219,1105,1105,4,21
1220,2125,2125,9,13
1221,3037,3037,6,26
1222,2989,2989,2,8
1223,4964,4964,10,30
1224,2682,2682,11,23
1225,151,151,12,4
1226,852,852,7,4
1227,1647,1647,9,13
1228,3133,3133,9,15
1229,38,38,8,19
1230,144,144,4,5
1231,4658,4658,1,7
1232,4922,4922,7,25
1233,756,756,5,5
1234,2081,2081,8,23
1235,3124,3124,5,11
1236,1759,1759,3,7
1237,4774,4774,8,26
1238,299,299,7,20
1239,2403,2403,9,26
1240,3518,3518,10,26
1241,2201,2201,5,14
1242,1304,1304,4,20
1243,3505,3505,2,6
1244,273,273,3,22
1245,361,361,8,4
1246,4055,4055,5,19
1247,1292,1292,5,11
1248,1460,1460,10,14
1249,1915,1915,11,7
1250,1264,1264,12,16
1251,2058,2058,5,18
1252,859,859,2,18
1253,4282,4282,11,24
1254,292,292,3,13
1255,4895,4895,4,5
1256,3689,3689,4,20
1257,4946,4946,6,7
1258,4467,4467,10,22
1259,706,706,5,26
1260,2201,2201,11,13
1261,1065,1065,6,17
1262,1665,1665,2,23
1263,2805,2805,1,21
1264,312,312,2,4
1265,272,272,7,3
1266,186,186,10,29
1267,3962,3962,2,23
1268,169,169,3,16
1269,2279,2279,12,20
1270,4305,4305,3,15
1271,2882,2882,2,14
1272,4733,4733,1,15
1273,1976,1976,4,30
1274,2751,2751,9,12
1275,3301,3301,10,25
1276,2176,2176,4,27
1277,385,385,6,1
1278,2255,2255,5,29
1279,2200,2200,11,11
1280,2315,2315,10,15
1281,206,206,6,7
1282,4329,4329,3,19
1283,4428,4428,2,20
1284,1070,1070,10,20
1285,125,125,6,13
1286,1319,1319,9,11
1287,1346,1346,10,3
1288,1988,1988,2,24
1289,1005,1005,6,13
1290,2016,2016,9,20
1291,435,435,7,5
1292,1578,1578,10,30
1293,121,121,3,9
1294,2777,2777,9,19
1295,3592,3592,8,22
1296,2520,2520,8,9
1297,2668,2668,12,30
1298,479,479,9,26
1299,3801,3801,1,5
1300,2432,2432,11,10
1301,702,702,3,13
1302,366,366,12,11
1303,2038,2038,9,11
1304,1752,1752,4,22
1305,4402,4402,10,12
1306,216,216,8,24
1307,133,133,6,22
1308,4587,4587,12,2
1309,2471,2471,12,14
1310,4203,4203,7,25
1311,2339,2339,12,18
1312,43,43,6,1
1313,4388,4388,10,30
1314,2317,2317,11,22
1315,3636,3636,10,13
1316,2202,2202,6,21
1317,4867,4867,4,11
1318,1012,1012,8,2
1319,4791,4791,10,7
1320,2093,2093,3,31
1321,1857,1857,3,12
1322,3597,3597,6,21
1323,1401,1401,1,18
1324,4910,4910,1,23
1325,4034,4034,5,5
1326,489,489,4,17
1327,1337,1337,10,1
1328,4888,4888,7,6
1329,4328,4328,8,25
1330,2829,2829,2,25
1331,916,916,10,1
1332,2429,2429,7,14
1333,3429,3429,10,9
1334,4006,4006,8,17
1335,2870,2870,3,23
1336,4333,4333,11,15
1337,396,396,2,24
1338,839,839,6,16
1339,4208,4208,3,7
1340,1825,1825,5,26
1341,1277,1277,2,5
1342,3748,3748,7,12
1343,3778,3778,9,16
1344,165,165,3,12
1345,3497,3497,9,28
1346,1217,1217,5,10
1347,2239,2239,3,11
1348,2865,2865,2,12
1349,4779,4779,3,2
1350,3135,3135,5,1
1351,529,529,6,26
1352,2800,2800,2,20
1353,840,840,6,7
1354,4078,4078,4,4
1355,2730,2730,9,9
1356,3975,3975,7,3
1357,3240,3240,10,20
1358,2301,2301,12,4
1359,2089,2089,3,20
1360,4685,4685,2,1
1361,2870,2870,1,2
1362,153,153,12,4
1363,2282,2282,2,12
1364,411,411,7,27
1365,4226,4226,5,5
1366,4437,4437,12,6
1367,3582,3582,5,4
1368,3017,3017,3,13
1369,3747,3747,7,26
1370,3888,3888,5,27
1371,3571,3571,1,6
1372,567,567,6,12
1373,1014,1014,9,24
1374,4487,4487,7,19
1375,1568,1568,2,6
1376,3230,3230,5,4
1377,1383,1383,6,7
1378,2806,2806,1,28
1379,4950,4950,2,17
1380,3752,3752,1,13
1381,1876,1876,12,1
1382,3677,3677,3,3
1383,4753,4753,12,14
1384,4312,4312,8,10
1385,3138,3138,4,20
1386,1075,1075,8,17
1387,1729,1729,1,3
1388,4650,4650,8,7
1389,2861,2861,5,9
1390,1954,1954,9,18
1391,4281,4281,6,5
1392,4541,4541,12,2
1393,4456,4456,6,30
1394,3077,3077,1,9
1395,4371,4371,9,30
1396,1082,1082,7,13
1397,1133,1133,5,1
1398,2655,2655,12,2
1399,2350,2350,3,4
1400,1472,1472,12,29
1401,3847,3847,9,2
1402,4859,4859,10,9
1403,1770,1770,7,18
1404,189,189,12,12
1405,3892,3892,4,19
1406,2494,2494,4,10
1407,2296,2296,4,10
1408,2837,2837,12,6
1409,2186,2186,7,18
1410,612,612,3,5
1411,3876,3876,8,25
1412,1317,1317,7,1
1413,1362,1362,6,27
1414,1753,1753,6,23
1415,1113,1113,7,30
1416,1919,1919,9,25
1417,4825,4825,1,25
1418,2753,2753,7,26
1419,4977,4977,2,5
1420,4492,4492,7,29
1421,2029,2029,7,31
1422,3938,3938,11,22
1423,3384,3384,12,27
1424,4804,4804,8,12
1425,1039,1039,5,30
1426,2347,2347,5,11
1427,4029,4029,7,20
1428,1851,1851,5,9
1429,4803,4803,6,29
1430,1733,1733,3,6
1431,1403,1403,3,9
1432,1857,1857,3,12
1433,2971,2971,1,21
1434,3252,3252,3,6
1435,787,787,11,26
1436,3187,3187,6,28
1437,2669,2669,3,16
1438,1006,1006,4,13
1439,4598,4598,2,14
1440,1210,1210,10,22
1441,188,188,10,23
1442,3103,3103,9,25
1443,2077,2077,7,1
1444,693,693,7,25
1445,371,371,12,17
1446,2805,2805,1,12
1447,1982,1982,9,5
1448,4936,4936,8,5
1449,2412,2412,2,4
1450,3697,3697,9,15
1451,3259,3259,8,10
1452,1748,1748,8,17
1453,1181,1181,2,1
1454,1438,1438,6,23
1455,1764,1764,2,19
1456,231,231,3,18
1457,2222,2222,9,18
1458,2477,2477,6,17
1459,3083,3083,7,22
1460,1680,1680,7,13
1461,3025,3025,4,29
1462,1220,1220,6,16
1463,4077,4077,12,17
1464,4850,4850,12,17
1465,3309,3309,2,2
1466,2669,2669,8,5
1467,1858,1858,12,1
1468,4298,4298,7,20
1469,3901,3901,1,11
1470,1287,1287,1,5
1471,925,925,2,20
1472,1016,1016,3,7
1473,2510,2510,1,20
1474,4834,4834,11,29
1475,2645,2645,12,7
1476,4944,4944,7,18
1477,1158,1158,2,24
1478,2319,2319,1,11
1479,3925,3925,8,28
1480,3841,3841,7,24
1481,348,348,10,24
1482,1221,1221,9,11
1483,1566,1566,6,27
1484,2546,2546,2,24
1485,1501,1501,10,24
1486,1939,1939,12,5
1487,3778,3778,9,18
1488,2649,2649,5,18
1489,2540,2540,6,16
1490,2607,2607,4,30
1491,1700,1700,6,18
1492,1876,1876,1,8
1493,1676,1676,1,18
1494,2592,2592,8,31
1495,3463,3463,7,13
1496,3943,3943,6,16
1497,4484,4484,1,15
1498,2301,2301,10,4
1499,1843,1843,12,8
1500,1206,1206,12,31
1501,918,918,6,11
1502,734,734,5,28
1503,164,164,1,15
1504,2120,2120,12,19
1505,4238,4238,8,10
1506,3656,3656,3,1
1507,4197,4197,3,25
1508,396,396,11,16
1509,228,228,12,23
1510,3359,3359,8,6
1511,4244,4244,7,22
1512,4153,4153,5,28
1513,2001,2001,10,7
1514,2232,2232,10,22
1515,1725,1725,10,27
1516,1911,1911,6,25
1517,4618,4618,2,17
1518,4357,4357,9,29
1519,3994,3994,5,7
1520,3473,3473,1,10
1521,910,910,12,4
1522,3275,3275,1,22
1523,4713,4713,2,19
1524,271,271,7,25
1525,4617,4617,8,15
1526,2772,2772,9,18
1527,4147,4147,8,29
1528,3382,3382,10,2
1529,2495,2495,3,7
1530,3394,3394,10,12
1531,4578,4578,9,13
1532,718,718,11,2
1533,4616,4616,5,18
1534,1481,1481,7,12
1535,513,513,3,20
1536,3801,3801,6,14
1537,2197,2197,4,17
1538,3551,3551,3,23
1539,261,261,8,14
1540,3849,3849,11,18
1541,4167,4167,3,19
1542,548,548,3,27
1543,3486,3486,4,4
1544,3926,3926,12,23
1545,3217,3217,1,19
1546,3098,3098,8,21
1547,1272,1272,1,22
1548,798,798,3,16
1549,1125,1125,9,8
1550,656,656,6,18
1551,1683,1683,4,9
1552,404,404,8,21
1553,3075,3075,6,28
1554,3760,3760,6,4
1555,1902,1902,1,16
1556,4862,4862,2,21
1557,1828,1828,5,5
1558,147,147,5,7
1559,1894,1894,7,24
1560,615,615,8,26
1561,31,31,9,3
1562,128,128,4,23
1563,1709,1709,5,9
1564,3344,3344,7,30
1565,3752,3752,10,19
1566,7,7,12,25
1567,4054,4054,3,22
1568,1985,1985,12,12
1569,3219,3219,8,19
1570,4937,4937,10,4
1571,460,460,1,20
1572,2419,2419,3,27
1573,4073,4073,10,8
1574,3926,3926,5,23
1575,3551,3551,2,17
1576,1800,1800,2,15
1577,4852,4852,11,27
1578,4223,4223,3,20
1579,2051,2051,11,10
1580,2801,2801,10,23
1581,3197,3197,4,26
1582,1432,1432,5,19
1583,2704,2704,9,21
1584,3493,3493,1,2
1585,3716,3716,10,11
1586,4045,4045,11,21
1587,2877,2877,6,9
1588,2420,2420,12,19
1589,4235,4235,11,8
1590,910,910,2,18
1591,2823,2823,7,10
1592,2246,2246,3,24
1593,1521,1521,8,28
1594,1273,1273,2,24
1595,4209,4209,9,29
1596,2218,2218,2,15
1597,310,310,6,23
1598,1327,1327,8,18
1599,293,293,2,18
1600,2981,2981,2,22
1601,4344,4344,3,2
1602,2886,2886,11,4
1603,3683,3683,4,2
1604,3926,3926,2,25
1605,4160,4160,6,29
1606,1127,1127,4,8
1607,2581,2581,8,2
1608,3907,3907,8,31
1609,876,876,12,3
1610,3290,3290,9,15
1611,2040,2040,10,12
1612,1484,1484,2,22
1613,3525,3525,8,24
1614,41,41,5,31
1615,1008,1008,1,5
1616,1171,1171,1,4
1617,1979,1979,9,12
1618,1900,1900,6,28
1619,1400,1400,11,30
1620,4956,4956,2,28
1621,2423,2423,9,27
1622,863,863,7,21
1623,1069,1069,10,9
1624,4139,4139,2,9
1625,2420,2420,8,11
1626,196,196,11,22
1627,500,500,3,26
1628,2947,2947,4,8
1629,892,892,10,12
1630,850,850,10,14
1631,3355,3355,6,8
1632,1160,1160,2,11
1633,3257,3257,4,4
1634,2769,2769,9,18
1635,4341,4341,1,17
1636,1450,1450,3,21
1637,2909,2909,3,8
1638,3189,3189,8,30
1639,4892,4892,8,27
1640,1488,1488,11,13
1641,508,508,1,11
1642,4059,4059,2,25
1643,1679,1679,9,16
1644,2858,2858,3,24
1645,2062,2062,2,28
1646,1282,1282,11,5
1647,311,311,5,26
1648,913,913,8,31
1649,3178,3178,1,27
1650,4037,4037,2,11
1651,4816,4816,1,12
1652,1922,1922,9,26
1653,990,990,7,19
1654,4224,4224,4,14
1655,4315,4315,10,24
1656,3120,3120,3,2
1657,1474,1474,9,22
1658,1088,1088,1,27
1659,3809,3809,2,23
1660,4722,4722,11,6
1661,779,779,7,25
1662,2719,2719,5,26
1663,1272,1272,5,2
1664,1435,1435,9,11
1665,4080,4080,12,17
1666,1695,1695,9,15
1667,4025,4025,1,30
1668,4676,4676,9,30
1669,321,321,2,21
1670,3153,3153,12,8
1671,1655,1655,9,19
1672,3245,3245,7,1
1673,457,457,12,15
1674,1571,1571,2,5
1675,2307,2307,11,23
1676,2919,2919,10,15
1677,3096,3096,3,28
1678,2684,2684,3,27
1679,189,189,6,29
1680,461,461,7,30
1681,4439,4439,5,13
1682,3615,3615,9,1
1683,4945,4945,1,20
1684,3282,3282,8,6
1685,4445,4445,1,1
1686,2649,2649,10,12
1687,2053,2053,6,3
1688,2624,2624,2,9
1689,51,51,7,14
1690,51,51,11,27
1691,261,261,7,9
1692,193,193,9,6
1693,1760,1760,9,20
1694,1282,1282,4,16
1695,2410,2410,7,5
1696,2421,2421,7,12
1697,3446,3446,7,8
1698,1274,1274,3,27
1699,4506,4506,6,6
1700,989,989,8,1
1701,3180,3180,7,7
1702,4615,4615,7,9
1703,4641,4641,4,26
1704,898,898,10,16
1705,2548,2548,3,20
1706,3309,3309,5,27
1707,1301,1301,2,6
1708,2220,2220,1,31
1709,4946,4946,4,21
1710,526,526,4,2
1711,2407,2407,10,22
1712,4842,4842,1,18
1713,3357,3357,12,4
1714,4417,4417,1,15
1715,3254,3254,10,2
1716,428,428,4,13
1717,848,848,3,22
1718,3987,3987,1,14
1719,976,976,5,21
1720,409,409,11,9
1721,4762,4762,4,25
1722,2616,2616,9,13
1723,2444,2444,5,29
1724,195,195,5,20
1725,1599,1599,10,20
1726,3640,3640,7,23
1727,4772,4772,7,17
1728,4167,4167,6,8
1729,1079,1079,11,11
1730,2698,2698,11,7
1731,2723,2723,10,3
1732,4364,4364,8,5
1733,3762,3762,9,8
1734,1557,1557,12,5
1735,3495,3495,1,15
1736,1788,1788,6,3
1737,3436,3436,4,25
1738,1245,1245,4,2
1739,1020,1020,9,2
1740,4132,4132,11,20
1741,2346,2346,9,7
1742,1633,1633,9,18
1743,2893,2893,12,27
1744,2362,2362,10,29
1745,3472,3472,7,5
1746,1458,1458,12,3
1747,4593,4593,3,26
1748,4442,4442,10,16
1749,690,690,7,7
1750,1952,1952,8,16
1751,1579,1579,11,1
1752,4483,4483,2,5
1753,1155,1155,12,7
1754,1418,1418,2,23
1755,1558,1558,10,29
1756,4148,4148,2,10
1757,4300,4300,4,26
1758,3982,3982,5,11
1759,698,698,5,8
1760,2002,2002,10,17
1761,4886,4886,7,27
1762,2665,2665,12,21
1763,2233,2233,5,14
1764,2414,2414,5,8
1765,4148,4148,12,19
1766,3167,3167,9,10
1767,3286,3286,8,2
1768,1654,1654,9,1
1769,4397,4397,4,19
1770,18,18,5,28
1771,4066,4066,8,27
1772,4868,4868,3,12
1773,447,447,12,4
1774,3010,3010,2,14
1775,4895,4895,7,27
1776,153,153,12,5
1777,2447,2447,2,25
1778,4615,4615,10,11
1779,3671,3671,8,24
1780,1328,1328,11,21
1781,4511,4511,4,25
1782,359,359,7,28
1783,3868,3868,2,9
1784,1761,1761,4,9
1785,3219,3219,3,20
1786,2202,2202,3,27
1787,2416,2416,5,20
1788,630,630,4,5
1789,1250,1250,5,8
1790,575,575,8,12
1791,3258,3258,1,20
1792,2855,2855,1,2
1793,1100,1100,10,21
1794,4913,4913,7,5
1795,714,714,1,21
1796,276,276,11,23
1797,4241,4241,3,27
1798,312,312,3,6
1799,3894,3894,2,14
1800,380,380,12,4
1801,4438,4438,3,28
1802,2112,2112,1,18
1803,2450,2450,9,3
1804,2707,2707,1,1
1805,4477,4477,10,4
1806,443,443,4,1
1807,4459,4459,7,13
1808,652,652,5,1
1809,668,668,1,27
1810,3882,3882,12,27
1811,2338,2338,8,10
1812,796,796,6,21
1813,1961,1961,12,21
1814,1482,1482,12,8
1815,921,921,5,10
1816,2975,2975,10,28
1817,2711,2711,8,4
1818,1212,1212,10,27
1819,2258,2258,4,30
1820,687,687,2,24
1821,3318,3318,5,2
1822,4469,4469,12,30
1823,2885,2885,8,6
1824,4892,4892,4,18
1825,430,430,12,30
1826,1300,1300,12,13
1827,2217,2217,2,15
1828,72,72,8,27
1829,336,336,12,9
1830,365,365,12,20
1831,440,440,8,14
1832,2443,2443,5,19
1833,2064,2064,1,29
1834,1374,1374,5,18
1835,3481,3481,12,14
1836,2363,2363,9,26
1837,2045,2045,5,19
1838,2135,2135,8,2
1839,4272,4272,4,21
1840,3743,3743,10,29
1841,1070,1070,9,15
1842,4681,4681,2,12
1843,457,457,10,6
1844,797,797,6,21
1845,2150,2150,1,23
1846,2166,2166,10,29
1847,3419,3419,1,30
1848,504,504,4,28
1849,3146,3146,3,9
1850,2934,2934,10,2
1851,4928,4928,11,23
1852,3041,3041,5,1
1853,2894,2894,12,14
1854,2807,2807,3,21
1855,1340,1340,5,11
1856,53,53,2,26
1857,1652,1652,2,17
1858,289,289,2,17
1859,2092,2092,1,29
1860,897,897,4,24
1861,3954,3954,8,11
1862,692,692,4,3
1863,1995,1995,10,29
1864,2695,2695,2,19
1865,3373,3373,7,14
1866,2068,2068,2,23
1867,368,368,1,1
1868,1512,1512,2,1
1869,4102,4102,6,16
1870,1577,1577,10,31
1871,3477,3477,6,13
1872,3457,3457,4,21
1873,4460,4460,9,18
1874,1318,1318,2,2
1875,810,810,7,7
1876,2606,2606,7,3
1877,3368,3368,8,8
1878,2829,2829,8,22
1879,4847,4847,1,21
1880,2431,2431,2,1
1881,3296,3296,10,8
1882,3272,3272,1,1
1883,1607,1607,8,9
1884,1744,1744,2,6
1885,2381,2381,6,8
1886,4299,4299,4,27
1887,1918,1918,9,22
1888,1126,1126,3,22
1889,2803,2803,8,19
1890,2101,2101,7,24
1891,2741,2741,8,18
1892,883,883,1,20
1893,4540,4540,4,24
1894,2649,2649,10,31
1895,485,485,4,15
1896,2212,2212,11,14
1897,636,636,1,18
1898,2580,2580,7,25
1899,4914,4914,8,6
1900,1392,1392,10,28
1901,2396,2396,11,24
1902,2710,2710,7,2
1903,2107,2107,1,18
1904,95,95,5,12
1905,3877,3877,10,30
1906,4360,4360,7,7
1907,4080,4080,12,24
1908,3179,3179,2,1
1909,4360,4360,1,12
1910,3986,3986,7,1
1911,955,955,6,25
1912,1054,1054,4,17
1913,2992,2992,8,28
1914,4613,4613,4,27
1915,2134,2134,3,24
1916,2849,2849,5,5
1917,1950,1950,9,9
1918,4122,4122,5,29
1919,4204,4204,3,4
1920,2251,2251,10,9
1921,2615,2615,10,12
1922,265,265,5,16
1923,164,164,2,15
1924,3587,3587,10,31
1925,1006,1006,10,9
1926,3054,3054,11,5
1927,3423,3423,5,6
1928,3231,3231,7,13
1929,3173,3173,7,28
1930,4081,4081,9,1
1931,3644,3644,11,8
1932,2492,2492,2,6
1933,134,134,10,17
1934,1399,1399,7,16
1935,4065,4065,11,3
1936,3645,3645,5,29
1937,2532,2532,9,6
1938,414,414,4,26
1939,2096,2096,8,18
1940,1628,1628,2,22
1941,2950,2950,11,17
1942,3741,3741,5,28
1943,4001,4001,3,22
1944,4253,4253,5,9
1945,4965,4965,2,15
1946,4960,4960,2,8
1947,3063,3063,2,16
1948,1289,1289,7,17
1949,835,835,1,6
1950,3840,3840,12,11
1951,2016,2016,3,9
1952,2892,2892,8,18
1953,953,953,4,20
1954,786,786,1,8
1955,4271,4271,11,22
1956,3986,3986,8,31
1957,1867,1867,11,29
1958,4787,4787,7,7
1959,4023,4023,5,4
1960,3379,3379,7,2
1961,4897,4897,11,6
1962,3605,3605,3,23
1963,4259,4259,7,15
1964,1080,1080,11,8
1965,4433,4433,9,28
1966,1753,1753,1,28
1967,2354,2354,1,22
1968,2359,2359,12,8
1969,1256,1256,7,23
1970,4200,4200,8,27
1971,684,684,1,8
1972,1174,1174,6,16
1973,3160,3160,3,28
1974,11,11,9,23
1975,3415,3415,5,31
1976,3746,3746,9,6
1977,4041,4041,6,6
1978,3922,3922,9,18
1979,4426,4426,7,19
1980,2451,2451,9,28
1981,3373,3373,10,30
1982,2566,2566,8,27
1983,4885,4885,8,23
1984,2550,2550,10,15
1985,2003,2003,2,21
1986,4470,4470,10,12
1987,3581,3581,6,30
1988,3729,3729,8,20
1989,4273,4273,2,19
1990,4968,4968,8,29
1991,1516,1516,12,21
1992,3699,3699,9,27
1993,2493,2493,6,24
1994,471,471,5,26
1995,1418,1418,9,5
1996,576,576,5,10
1997,14,14,10,7
1998,248,248,8,19
1999,1284,1284,6,19
2000,620,620,8,24
2001,229,229,5,22
2002,1838,1838,4,20
2003,2980,2980,6,24
2004,597,597,3,4
2005,3603,3603,11,4
2006,4258,4258,4,15
2007,1603,1603,3,18
2008,3159,3159,3,21
2009,557,557,8,12
2010,4888,4888,12,7
2011,2485,2485,12,4
2012,4467,4467,1,18
2013,3676,3676,2,17
2014,1824,1824,5,12
2015,2132,2132,11,23
2016,4629,4629,6,17
2017,1991,1991,4,27
2018,2353,2353,9,26
2019,3351,3351,5,17
2020,2672,2672,11,21
2021,1208,1208,8,9
2022,206,206,4,28
2023,581,581,3,2
2024,1763,1763,1,31
2025,2611,2611,7,26
2026,3854,3854,2,24
2027,2812,2812,8,1
2028,2835,2835,1,15
2029,4017,4017,8,9
2030,1371,1371,11,22
2031,2337,2337,10,26
2032,708,708,11,19
2033,3270,3270,6,23
2034,4304,4304,11,27
2035,758,758,9,6
2036,3750,3750,10,31
2037,573,573,2,28
2038,3991,3991,3,12
2039,752,752,9,1
2040,3451,3451,3,8
2041,4288,4288,10,9
2042,1574,1574,12,25
2043,2025,2025,2,20
2044,2879,2879,11,13
2045,1592,1592,11,28
2046,707,707,3,13
2047,2977,2977,3,13
2048,3335,3335,11,5
2049,3961,3961,8,3
2050,3238,3238,10,16
2051,898,898,8,29
2052,3529,3529,3,3
2053,3878,3878,9,14
2054,1741,1741,7,16
2055,1606,1606,1,6
2056,1783,1783,12,12
2057,1342,1342,2,11
2058,1201,1201,1,7
2059,3848,3848,9,11
2060,2831,2831,5,27
2061,4075,4075,12,1
2062,3366,3366,11,20
2063,2058,2058,12,28
2064,4547,4547,2,13
2065,2862,2862,10,7
2066,1772,1772,2,23
2067,967,967,3,4
2068,2864,2864,9,13
2069,2299,2299,3,13
2070,3528,3528,8,16
2071,3919,3919,9,29
2072,4524,4524,9,16
2073,822,822,11,13
2074,4558,4558,4,19
2075,58,58,2,12
2076,1953,1953,9,7
2077,4513,4513,11,22
2078,3265,3265,1,18
2079,4732,4732,4,22
2080,3839,3839,9,2
2081,1089,1089,10,26
2082,1661,1661,6,6
2083,3784,3784,8,17
2084,3492,3492,3,30
2085,742,742,10,12
2086,2657,2657,6,20
2087,452,452,8,25
2088,2405,2405,1,19
2089,1088,1088,6,5
2090,1963,1963,9,15
2091,2046,2046,1,14
2092,1087,1087,11,9
2093,1643,1643,1,7
2094,4009,4009,11,30
2095,2477,2477,7,18
2096,831,831,2,20
2097,4722,4722,7,27
2098,3977,3977,5,19
2099,181,181,6,12
2100,3528,3528,4,21
2101,3306,3306,4,18
2102,1247,1247,9,12
2103,1568,1568,3,29
2104,3694,3694,6,23
2105,745,745,10,3
2106,4309,4309,12,10
2107,3982,3982,11,15
2108,1061,1061,2,28
2109,299,299,6,26
2110,355,355,5,8
2111,3259,3259,5,1
2112,4268,4268,11,7
2113,1846,1846,1,19
2114,2510,2510,5,22
2115,2196,2196,1,4
2116,1190,1190,1,19
2117,3766,3766,2,3
2118,307,307,2,11
2119,3628,3628,12,20
2120,3332,3332,11,29
2121,2583,2583,5,10
2122,4421,4421,7,20
2123,1820,1820,3,26
2124,1014,1014,10,31
2125,4187,4187,2,16
2126,4247,4247,3,1
2127,2550,2550,12,10
2128,4073,4073,7,23
2129,820,820,8,8
2130,4327,4327,7,14
2131,4775,4775,9,13
2132,4574,4574,1,7
2133,4552,4552,7,4
2134,4537,4537,1,1
2135,2660,2660,6,6
2136,1562,1562,6,26
2137,2875,2875,6,19
2138,56,56,7,20
2139,946,946,9,15
2140,3734,3734,6,10
2141,3391,3391,7,8
2142,4988,4988,3,27
2143,3217,3217,2,23
2144,3588,3588,8,14
2145,649,649,9,21
2146,3084,3084,7,5
2147,4794,4794,11,15
2148,4106,4106,4,30
2149,3079,3079,8,17
2150,206,206,8,11
2151,3417,3417,5,30
2152,2578,2578,6,19
2153,1598,1598,8,13
2154,3374,3374,6,20
2155,1016,1016,7,11
2156,3708,3708,1,3
2157,4364,4364,12,22
2158,2054,2054,4,26
2159,226,226,7,14
2160,3271,3271,12,7
2161,3830,3830,5,10
2162,3610,3610,8,10
2163,2750,2750,2,19
2164,1814,1814,11,10
2165,2140,2140,1,21
2166,1196,1196,1,25
2167,1641,1641,4,23
2168,3193,3193,4,5
2169,4121,4121,9,10
2170,814,814,2,28
2171,1886,1886,1,30
2172,1475,1475,9,23
2173,2236,2236,4,25
2174,2352,2352,5,15
2175,4787,4787,6,20
2176,2222,2222,6,24
2177,1170,1170,1,27
2178,987,987,3,15
2179,1618,1618,10,30
2180,1211,1211,12,3
2181,3643,3643,11,11
2182,1507,1507,6,1
2183,3272,3272,1,3
2184,2604,2604,5,10
2185,3112,3112,8,2
2186,685,685,9,21
2187,879,879,3,17
2188,2697,2697,6,5
2189,4658,4658,12,11
2190,2982,2982,12,23
2191,4184,4184,8,24
2192,1931,1931,11,10
2193,2111,2111,8,10
2194,3673,3673,12,16
2195,2226,2226,9,1
2196,1968,1968,10,8
2197,67,67,1,30
2198,597,597,1,21
2199,4417,4417,1,27
2200,2019,2019,10,19
2201,1392,1392,2,5
2202,2381,2381,12,25
2203,420,420,2,20
2204,4357,4357,1,6
2205,926,926,3,16
2206,4207,4207,1,20
2207,990,990,11,24
2208,1085,1085,10,7
2209,1405,1405,1,26
2210,4602,4602,8,3
2211,1678,1678,3,10
2212,4142,4142,4,12
2213,2481,2481,6,16
2214,1826,1826,8,24
2215,2705,2705,10,26
2216,3937,3937,9,13
2217,976,976,6,19
2218,4143,4143,5,3
2219,2941,2941,4,22
2220,4056,4056,12,14
2221,3003,3003,11,12
2222,1549,1549,2,17
2223,4167,4167,8,7
2224,986,986,4,19
2225,4970,4970,2,10
2226,3119,3119,8,12
2227,1809,1809,11,6
2228,4069,4069,4,2
2229,1642,1642,9,29
2230,2748,2748,9,6
2231,2998,2998,1,2
2232,4807,4807,9,24
2233,1072,1072,2,5
2234,677,677,8,19
2235,3388,3388,1,3
2236,4529,4529,6,18
2237,4961,4961,12,19
2238,82,82,12,8
2239,2515,2515,3,23
2240,4177,4177,11,18
2241,4290,4290,2,23
2242,3631,3631,2,8
2243,784,784,7,20
2244,45,45,4,14
2245,1789,1789,8,28
2246,3717,3717,11,13
2247,4238,4238,10,25
2248,731,731,6,3
2249,2969,2969,2,24
2250,118,118,5,20
2251,120,120,12,21
2252,4004,4004,5,22
2253,2041,2041,9,10
2254,3370,3370,10,27
2255,3795,3795,4,1
2256,2626,2626,9,26
2257,2696,2696,11,20
2258,1659,1659,7,3
2259,4953,4953,8,30
2260,744,744,7,22
2261,1075,1075,12,11
2262,3940,3940,5,13
2263,1988,1988,12,1
2264,1644,1644,8,29
2265,408,408,5,20
2266,3311,3311,4,29
2267,954,954,6,13
2268,263,263,8,17
2269,3838,3838,7,24
2270,3967,3967,8,29
2271,2666,2666,5,8
2272,4765,4765,8,7
2273,931,931,7,7
2274,1364,1364,8,7
2275,3129,3129,2,1
2276,2111,2111,1,12
2277,3366,3366,12,4
2278,1884,1884,12,16
2279,3620,3620,7,26
2280,4683,4683,6,21
2281,4595,4595,7,29
2282,1723,1723,9,27
2283,3726,3726,3,23
2284,272,272,10,13
2285,4953,4953,11,19
2286,4703,4703,1,15
2287,3253,3253,2,9
2288,2927,2927,5,27
2289,271,271,4,1
2290,4175,4175,5,11
2291,1056,1056,11,6
2292,3514,3514,11,15
2293,309,309,6,1
2294,1997,1997,7,31
